subject,true_answer,model,ans_clean,clean_correct,ans_T1.2-Backspace-Mid2,correct_T1.2-Backspace-Mid2,dsr_T1.2-Backspace-Mid2,changed_T1.2-Backspace-Mid2,halluc_T1.2-Backspace-Mid2,ans_T1.2-ZWSP-Mid2,correct_T1.2-ZWSP-Mid2,dsr_T1.2-ZWSP-Mid2,changed_T1.2-ZWSP-Mid2,halluc_T1.2-ZWSP-Mid2,ans_T1.2-Backspace-High5,correct_T1.2-Backspace-High5,dsr_T1.2-Backspace-High5,changed_T1.2-Backspace-High5,halluc_T1.2-Backspace-High5,ans_T1.2-Backspace-Start,correct_T1.2-Backspace-Start,dsr_T1.2-Backspace-Start,changed_T1.2-Backspace-Start,halluc_T1.2-Backspace-Start,ans_T4.4-Standard-End5,correct_T4.4-Standard-End5,dsr_T4.4-Standard-End5,changed_T4.4-Standard-End5,halluc_T4.4-Standard-End5,ans_T4.4-High-End10,correct_T4.4-High-End10,dsr_T4.4-High-End10,changed_T4.4-High-End10,halluc_T4.4-High-End10,ans_T4.4-Mixed-End,correct_T4.4-Mixed-End,dsr_T4.4-Mixed-End,changed_T4.4-Mixed-End,halluc_T4.4-Mixed-End,ans_T4.4-Standard-Mid5,correct_T4.4-Standard-Mid5,dsr_T4.4-Standard-Mid5,changed_T4.4-Standard-Mid5,halluc_T4.4-Standard-Mid5,honey_detected_T3.2-SetB-SHY-5,honey_detected_T3.2-SetA-ESC-5,honey_detected_T3.2-SetB-SHY-High10,honey_detected_T3.2-Homoglyph
astronomy,B,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,B,True,False,True,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
astronomy,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,C,False,True,True,False,C,False,True,True,False,True,True,True,True
astronomy,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,B,False,True,True,False,B,False,True,True,False,D,True,False,False,False,B,False,True,True,False,B,False,True,True,False,B,False,True,True,False,D,True,False,False,False,True,True,True,True
astronomy,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
astronomy,D,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
business_ethics,D,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
business_ethics,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
business_ethics,B,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,C,False,False,True,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
business_ethics,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
business_ethics,B,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,B,True,False,True,False,B,True,False,True,False,C,False,False,False,False,C,False,False,False,False,B,True,False,True,False,B,True,False,True,False,B,True,False,True,False,True,True,True,True
clinical_knowledge,D,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
clinical_knowledge,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,False,True
clinical_knowledge,D,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,False,False,True,True
clinical_knowledge,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
clinical_knowledge,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,B,False,True,True,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,False,True,True,True
college_biology,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
college_biology,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,False,True,True
college_biology,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
college_biology,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
college_biology,C,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,False,True,True
college_chemistry,D,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
college_chemistry,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
college_chemistry,D,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,B,False,False,True,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,False,False,True,True
college_chemistry,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
college_chemistry,D,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
college_computer_science,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,C,False,True,True,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
college_computer_science,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
college_computer_science,D,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,C,False,False,True,False,B,False,False,False,False,C,False,False,True,False,C,False,False,True,False,C,False,False,True,False,B,False,False,False,False,B,False,False,False,False,False,False,True,True
college_computer_science,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,D,False,True,True,False,D,False,True,True,False,C,True,False,False,False,D,False,True,True,False,C,True,False,False,False,D,False,True,True,False,D,False,True,True,False,D,False,True,True,False,False,True,True,True
college_computer_science,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,False,True,True,True
college_mathematics,C,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
college_mathematics,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
college_mathematics,D,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
college_mathematics,A,mistralai/Mistral-7B-Instruct-v0.3,D,False,D,False,False,False,False,D,False,False,False,False,A,True,False,True,False,D,False,False,False,False,D,False,False,False,False,C,False,False,True,False,C,False,False,True,False,A,True,False,True,False,True,True,True,True
college_mathematics,D,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
college_medicine,D,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
college_medicine,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,C,False,True,True,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,C,False,True,True,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
college_medicine,B,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
college_medicine,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,False,False,True,True
college_medicine,D,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
college_physics,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
college_physics,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
college_physics,D,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,D,True,False,True,False,False,True,True,True
college_physics,D,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
college_physics,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,D,False,True,True,False,C,True,False,False,False,D,False,True,True,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
computer_security,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,False,True
computer_security,B,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
computer_security,A,mistralai/Mistral-7B-Instruct-v0.3,B,False,A,True,False,True,False,A,True,False,True,False,A,True,False,True,False,A,True,False,True,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,False,True
computer_security,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,False,True,True,True
computer_security,A,mistralai/Mistral-7B-Instruct-v0.3,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,False,True,True
conceptual_physics,C,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,False,True,True,True
conceptual_physics,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,False,True,False,True
conceptual_physics,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,C,False,True,True,False,D,True,False,False,False,C,False,True,True,False,A,False,True,True,False,True,True,True,True
conceptual_physics,D,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,B,False,False,True,False,C,False,False,True,False,B,False,False,True,False,True,True,True,True
conceptual_physics,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
econometrics,D,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,False,True,True,True
econometrics,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,False,True
econometrics,C,mistralai/Mistral-7B-Instruct-v0.3,D,False,D,False,False,False,False,D,False,False,False,False,B,False,False,True,False,A,False,False,True,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,True,True,True
econometrics,C,mistralai/Mistral-7B-Instruct-v0.3,D,False,A,False,False,True,False,A,False,False,True,False,A,False,False,True,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,A,False,False,True,False,True,True,True,True
econometrics,B,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,False,True
electrical_engineering,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,C,False,True,True,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,C,False,True,True,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
electrical_engineering,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
electrical_engineering,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,B,False,True,True,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,B,False,True,True,False,True,True,True,True
electrical_engineering,A,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
electrical_engineering,A,mistralai/Mistral-7B-Instruct-v0.3,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,False,True,True
elementary_mathematics,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
elementary_mathematics,A,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
elementary_mathematics,B,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,B,True,False,True,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
elementary_mathematics,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
elementary_mathematics,A,mistralai/Mistral-7B-Instruct-v0.3,C,False,A,True,False,True,False,D,False,False,True,False,A,True,False,True,False,C,False,False,False,False,C,False,False,False,False,A,True,False,True,False,A,True,False,True,False,A,True,False,True,False,True,True,True,True
formal_logic,A,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,A,True,False,True,False,B,False,False,False,False,A,True,False,True,False,B,False,False,False,False,True,True,True,True
formal_logic,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,False,True
formal_logic,C,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,False,True,True
formal_logic,A,mistralai/Mistral-7B-Instruct-v0.3,C,False,B,False,False,True,False,B,False,False,True,False,B,False,False,True,False,B,False,False,True,False,C,False,False,False,False,B,False,False,True,False,B,False,False,True,False,C,False,False,False,False,True,True,True,True
formal_logic,C,mistralai/Mistral-7B-Instruct-v0.3,A,False,C,True,False,True,False,C,True,False,True,False,C,True,False,True,False,C,True,False,True,False,C,True,False,True,False,C,True,False,True,False,C,True,False,True,False,A,False,False,False,False,True,True,True,True
global_facts,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
global_facts,D,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,B,False,False,True,False,True,True,False,True
global_facts,B,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,False,True,True,True
global_facts,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
global_facts,C,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,D,False,False,True,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
high_school_biology,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_biology,C,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
high_school_biology,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,C,False,True,True,False,C,False,True,True,False,C,False,True,True,False,B,True,False,False,False,True,True,True,True
high_school_biology,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,B,False,True,True,False,B,False,True,True,False,D,True,False,False,False,B,False,True,True,False,D,True,False,False,False,D,True,False,False,False,A,False,True,True,False,B,False,True,True,False,True,True,True,True
high_school_biology,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,B,False,True,True,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_chemistry,C,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
high_school_chemistry,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
high_school_chemistry,D,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,False,True,True
high_school_chemistry,B,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,A,False,False,True,False,True,True,True,True
high_school_chemistry,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
